experiment,scenario,n,rho,q_target,method,n_attempt,n_success,failure_rate,param_rmse_mean,param_rmse_mcse,coverage_mean_mean,coverage_mean_mcse,pred_rmse_mean,rho_realized_mean,q_realized_mean,n_rev_mean,n_rev1_mean,n_rev0_mean,ess_mean,ess1_mean,ess0_mean,min_eig_or_sing_mean
A,clean,500,0.1,,DR_CF,500,437,0.126,0.9455701913696242,0.0688712674879131,0.9470823798627004,0.0046940236481944,0.0794772293996634,0.1000754077725878,0.4707276374757766,41.153318077803206,19.31121281464531,21.84210526315789,18.244868164335127,11.542507872629889,12.005890136044004,
A,clean,500,0.1,,PR_MLE,500,500,0.0,0.3134361544175709,0.0070511556724117,0.941,0.0048435441403665,0.0417877997866375,0.0989858714390891,0.474480137072838,40.736,19.25,21.486,,,,
A,clean,500,0.1,,STD_ZIB,500,492,0.016,1.5028679482329743,0.058673801991526,0.6684451219512195,0.0136426721695387,0.055157603769353,0.0990395475102412,0.4739852729953638,40.75813008130081,19.23780487804878,21.520325203252032,,,,
A,clean,500,0.2,,DR_CF,500,499,0.002,0.4050510989952887,0.0137651723763356,0.93562124248497,0.0049433037211344,0.0507978014346477,0.1991813800197415,0.4310854871538158,81.99799599198397,35.28657314629258,46.71142284569138,37.83862464466885,24.64489077274674,24.794883786457767,
A,clean,500,0.2,,PR_MLE,500,500,0.0,0.2576269468025815,0.0049106099784291,0.9465,0.004190539493011,0.0391699530006663,0.1991870576637424,0.4310483161795082,81.994,35.282,46.712,,,,
A,clean,500,0.2,,STD_ZIB,500,492,0.016,1.5028679482329743,0.058673801991526,0.6684451219512195,0.0136426721695387,0.055157603769353,0.199079306441993,0.4304690159403455,81.95121951219512,35.21544715447155,46.735772357723576,,,,
A,clean,2500,0.01,,DR_CF,500,355,0.29,1.1929823429560322,0.0612386953492792,0.95,0.0052914951031361,0.0940091101763101,0.0100478168689548,0.4123499672327758,20.67323943661972,8.492957746478874,12.180281690140845,16.559050051245343,6.305406125983346,10.91043944053386,
A,clean,2500,0.01,,PR_MLE,500,500,0.0,0.236957432730686,0.0066723756820625,0.9375,0.005831424441939,0.0203152562211936,0.0097790946305649,0.398567819282501,20.118,8.016,12.102,,,,
A,clean,2500,0.01,,STD_ZIB,500,500,0.0,0.9497083056011556,0.026519697725258,0.5225,0.0176560463282097,0.0224455293033642,0.0097790946305649,0.398567819282501,20.118,8.016,12.102,,,,
A,clean,2500,0.02,,DR_CF,500,462,0.0759999999999999,0.7600713380641289,0.0437372471550028,0.9412878787878788,0.0053151025932274,0.0652787223613555,0.01977454698055,0.4748218924987487,40.67748917748918,19.26839826839827,21.40909090909091,24.60793953606328,11.37216498097234,16.2878577947116,
A,clean,2500,0.02,,PR_MLE,500,500,0.0,0.1898719517716957,0.0042775082516058,0.94625,0.0049833766751242,0.01983862125703,0.019628372034028,0.4740233404826737,40.38,19.098,21.282,,,,
A,clean,2500,0.02,,STD_ZIB,500,500,0.0,0.9497083056011556,0.026519697725258,0.5225,0.0176560463282097,0.0224455293033642,0.019628372034028,0.4740233404826737,40.38,19.098,21.282,,,,
